text,category,sentiment,priority,cleaned_text
Thank you for resolving my issue so quickly I am very frustrated.,feedback,positive,low,thank resolving issue quickly frustrated
I want to exchange my item for a different size I am very frustrated.,returns,negative,medium,want exchange item different size frustrated
Is this service available in my country This is urgent.,product_inquiry,positive,low,service available country urgent
What features are included in the enterprise tier I have been waiting for days.,product_inquiry,positive,low,features included enterprise tier waiting days
I want to return a product I bought last week I have been waiting for days.,returns,neutral,low,want return product bought week waiting days
I think the mobile app needs a dark mode This is urgent.,feedback,neutral,low,think mobile app needs dark mode urgent
Nobody is responding to my previous emails This is urgent.,complaint,negative,medium,responding previous emails urgent
Can I use the product on multiple devices I have been waiting for days.,product_inquiry,positive,low,use product multiple devices waiting days
Your agent was extremely rude and unhelpful This is urgent.,complaint,neutral,urgent,agent extremely rude unhelpful urgent
I need to merge two accounts Can someone assist me?,account,neutral,high,need merge accounts assist
Would love to see monthly billing as an option Please help me.,feedback,positive,medium,love monthly billing option help
Can I use the product on multiple devices Thank you in advance.,product_inquiry,positive,low,use product multiple devices thank advance
Is this service available in my country This is urgent.,product_inquiry,positive,low,service available country urgent
I want to delete my account and all my data This is urgent.,account,neutral,low,want delete account data urgent
